snapshot_year,preseason_for,rank,source_rank_raw,association,association_code,window_s1,window_s2,window_s3,window_s4,window_s5,coefficient_5y,participating_teams_last_year,source,source_ref
2026,2026/27,27,27,Azerbaijan,AZE,4.375,4,5.875,2.875,5.812,22.937,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,28,28,Russia,RUS,5.3,4.333,4.333,4.333,4.333,22.632,0,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,29,29,Slovakia,SVK,4.125,6,5,4.625,2.625,22.375,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,30,30,Bulgaria,BUL,3.375,4.5,4.375,3.625,5.187,21.062,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,31,31,Ireland,IRL,2.875,3.375,1.5,5.343,4.25,17.343,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,32,32,Iceland,ISL,1.5,3,3.833,4.562,3.625,16.52,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,33,33,Armenia,ARM,1.875,2.375,2.25,4.375,4.187,15.062,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,34,34,Moldova,MDA,5.25,3.75,2,2.125,1.5,14.625,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,35,35,Finland,FIN,3.75,2.625,1.75,2.25,3.625,14,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,36,36,Kosovo,KOS,2.333,2.875,3,2,3.781,13.989,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,37,37,Kazakhstan,KAZ,2.875,1.125,3.125,3,3.625,13.75,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,38,38,Bosnia-Herzegovina,BIH,1.625,2,2.25,4.531,3.312,13.718,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,39,39,Latvia,LVA,2.625,2.75,1.625,3.875,2,12.875,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,40,40,Faroe Islands,FRO,1.5,2.25,2.75,1.5,1.75,9.75,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,41,41,Malta,MLT,1.875,2.625,1.5,1,2,9,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,42,42,Liechtenstein,LIE,0,6.5,0.5,0.5,1,8.5,1,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,43,43,Estonia,EST,3.666,1.166,0.125,1.625,1.625,8.207,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,44,44,Albania,ALB,1.625,0.875,2.125,1.25,2.25,8.125,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,45,45,North Macedonia,MKD,0.625,1.625,1.5,0.666,3.343,7.759,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,46,46,Lithuania,LTU,1.75,2.375,1.125,1.375,1.125,7.75,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,47,47,Northern Ireland,NIR,1.625,1.25,1.125,1.5,1.75,7.25,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,48,48,Gibraltar,GIB,1.25,0.875,0.166,1.5,3.333,7.124,3,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,49,49,Andorra,AND,1.5,0.666,1.666,1,2,6.832,3,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,50,50,Belarus,BLR,0.25,0.625,1.75,1.875,2.125,6.625,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,50,51,Luxembourg,LUX,1.25,1.125,2.25,1.25,0.75,6.625,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,52,52,Montenegro,MNE,0.75,1,1.333,2.5,1,6.583,3,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,53,53,Georgia,GEO,1.25,1.125,1.25,1.25,1.125,6,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,54,54,Wales,WAL,1.5,1.166,0.625,2,0.333,5.624,3,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,55,55,San Marino,SMR,0.166,0.833,0.333,0.666,0.833,2.831,3,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
